4.307356773306356690e-01 2.298193636951950392e-01 1.619569827948079688e-01 1.012911799687513215e+00 5.965193687784241661e+01 9.820787062483182783e-03 2.765957550973697039e+02
6.500154345639584941e-01 1.573150691335566675e-01 2.076956026053192184e-01 1.756110202567640277e+00 7.289034495264286306e+01 3.678981348594788092e-01 1.617433855407867895e+02
9.558181398432779030e-01 1.553765431150600507e-01 3.138144697430537144e-01 6.089593426803572296e-01 7.318776397721816807e+01 6.861155262641682739e-02 1.487722049354465526e+02
9.154966521020171388e-01 2.809444804484249603e-01 2.029047087396534943e-01 1.539580909346063953e+00 7.328996786019381204e+01 2.246530896431542801e-01 4.170599636249850306e+01
7.175586150698811672e-01 1.241330028511799660e-01 2.550869852330295284e-01 9.180745935149561276e-01 5.191209166776556572e+01 2.943144743372497762e-01 2.737489206846339584e+02
6.259056315746303056e-01 1.113350514584701689e-01 1.095080823808543546e-01 9.696649740894132119e-01 5.812375761903767568e+01 2.876635182147984082e-01 2.810902386426739668e+02
8.289085183425446424e-01 3.855329705549913610e-01 3.108836081090474712e-01 1.882402229385859105e+00 6.004318016180815221e+01 3.283983895502073924e-02 7.811496679281315636e+00
6.105471656049925588e-01 1.155547751819621105e-01 1.255230197717390750e-01 1.428823620164020092e+00 6.134092610642942134e+01 1.419982469584035734e-02 1.039121258670568793e+01
2.835106174890607567e-01 2.951354567431854203e-01 1.094062292312997092e-01 1.054245078547282777e+00 6.850539116056253874e+01 3.006471920682618482e-02 1.154921670523110038e+02
7.762622176837528087e-01 2.226262723619733264e-01 1.264662938672727610e-01 1.589089105230903520e+00 6.322609040100218181e+01 2.088219398743051403e-01 5.319831587564706865e+01
4.014366063916893212e-01 2.295508378314458919e-01 2.334466441875370224e-01 1.224580644048668621e+00 5.918167139038980906e+01 8.152724223772961354e-02 3.459266327057910075e+02
2.543301028812709474e-01 4.020879397817372913e-01 2.128821117490252157e-01 1.492473098592187464e+00 7.667458575639001594e+01 1.276670617931867646e-01 2.416931113076786914e+02
7.921847544835580734e-01 3.503853879651804837e-01 2.281694259974308414e-01 1.519464190095129341e+00 8.910143607191008641e+01 1.194911361792786453e-01 3.063055753099173444e+02
8.972272714469826660e-01 1.369245986114259461e-01 1.830951951902214658e-01 1.823208817526057679e+00 7.181218031227277265e+01 3.718975060034261371e-01 1.099006033784577454e+02
5.136325162421205848e-01 3.468771019231142727e-01 2.087210646621198706e-01 1.674759085061008568e+00 5.947708200968909864e+01 1.734230454372009955e-01 2.472888565121505451e+02
2.327452272221766094e-01 4.336242162563136437e-01 1.758924211442396413e-01 1.022108617562601962e+00 6.520210191224779805e+01 4.913196858911200726e-02 1.783800270625494306e+02
9.188731617180838640e-01 2.783959920562015800e-01 1.610182726567866429e-01 1.053818371824032152e+00 8.873305326093370127e+01 1.531483641867733558e-01 2.622804658121287957e+02
